title
藥師證實「吃這6種藥」易便秘！感冒、止咳藥都中了
陰莖「小肉條太短」易不舉！泌尿醫教2招自測
她喝「玫瑰茶神飲」拉超順！2原因解答　營養師：古代曾當瀉藥
吃「生菜」更健康？　研究：降心血管疾病風險
被嫌床上「像充氣娃娃」！她認了沒感覺：還會笑出來　男友一聽崩潰
男左上腹不適！查網路嚇到「暴瘦10公斤」　醫照超音波：腦補小劇場
蘇丹紅食安風暴　王必勝：「從源頭阻絕」延長禁輸時間
網友爆「花近千萬請人在桃機發即期快篩」　疾管署澄清：無不法圖利
「22批辣椒粉」檢出蘇丹色素！食藥署：累計下架15.2萬公斤
作家小彤罹患胰臟癌！　2症狀小心癌王
「B.B十三香辣油」用到蘇丹紅辣椒粉！全聯下架1.6萬瓶　買到可退貨
沒用到蘇丹紅辣椒粉！小磨坊老闆自嘲「傻人」：早自驗513次
免動刀！神波刀無創治療子宮肌瘤、肌腺症　台大醫院啟用新技術
下體「4異狀」恐是性病前兆！  尿尿刺痛小心了
女性50歲後腰圍過粗逾6成　恐增三高風險
孩子成長後追求真實自我！長庚新式跨性別手術　40歲的她擺脫男兒身
家中4兄弟「3人血管塞死」！他驚吐2關鍵　醫勸：快檢查
最傷肝「5食物」別再吃！營養師：恐得肝癌
長照定型化契約出爐　第一線機構揭隱憂：服務的是個案還是家屬？
愛滋自我篩檢創6年新高！女性感染者「近半數」延遲診斷
《七龍珠》鳥山明病逝！醫揭「急性硬腦膜下血腫」少見　3可能原因
不一定要用毛巾！洗臉「最佳工具」醫激推：不會傷皮膚
新手爸媽不用再煩惱　三妙招教你安撫哭鬧寶寶
25歲男「未婚突要結紮」！醫一聽原因秒愣：怎麼有點羨慕
挖鼻孔竟是「健康地雷」！醫師揭示隱患：恐成強迫症
草莓營養價值超高！養顏最佳幫手外　營養師點名「這」原因：孕媽必吃
我國女性吸菸率上升！　輕熟女抽最兇
「8種運動」有助長壽！研究：每天動15分鐘可多活3年
RSV不僅威脅幼兒！共病長者易重症　國內首款成人疫苗獲藥證
7旬男長「膽結石」意外發現腎臟癌！北榮「凍死」癌細胞免切腎
35歲工程師情緒暴走險離婚！自認「沒問題」　AI揪出憂鬱症
醫示警：腸病毒要開始流行了！「有學校停課」　小心重症5徵兆
「蝦味先、海底撈調味料」都中標！用到毒辣椒粉「49項產品」一次看
不抽菸少煮菜！女「咳一個多月」　已是肺癌末期
進口毒辣椒粉「3公司」裁罰506萬！食藥署：若未判刑最重可再罰2億
蘇丹紅辣椒粉還有5批檢驗中！食藥署「設專區」揭露違規資訊
睡得更好！「戒咖啡」身體冒10大驚人變化
「6嚴重急症」急診室一堆！　醫：5症狀中3小心了
進去會痛！男友硬撐4年分手…她「上網找破處」砲友全嚇跑　急求救
路邊一台「巡迴車」救了她！　63歲婦「意外發現罹乳癌」
北醫大體系全面啟動「醫療資訊3.0」！「3家醫院」系統升級
麻疹本土群聚增2例！　新北衛生局曝活動史「曾去新馬辣」
北榮「重粒子尖端治癌」響亮醫界！吸引「國際輻射專家」參訪
日本哈密瓜檢出「禁用農藥」　食藥署：業者列100%逐批查驗
蘇丹紅辣椒粉做成「韓式餡、紹辣醬」！新北：八方雲集用完4千公斤
「無老鍋、微風超市」上榜！北市衛生局驗「蔬果農藥殘留」15件違規
5公分↑難以根治大型肝癌　長庚追蹤4年研究證實質子治療可延長存活
今驚蟄養肝「做4件事」　醫：擁有開外掛保護力！
立可帶大小！台男未勃起平均10.5cm　醫揭關鍵長度：多數夠用
4寶媽「生3次、2次HELLP」撐過了　台大醫：鬆一口氣
「流感疫苗」今全民開打！　接種「4大QA」一次看
實測168瘦12kg！女醫「不挨餓2招」全說了　澱粉沒有少
蘇丹紅辣椒粉連環爆！北市衛生局後市場「又查到3產品」
胰臟癌一確診「往往已中晚期」！醫曝4症狀＝癌王警訊
致癌蘇丹紅竄全台！吃「3類食物」代謝排毒　營養師激推
高雄同家族業者又查到蘇丹紅！毒辣椒粉累計檢出15批　流向24家下游
北市公費流感疫苗「還有3千劑」　3／5起「2族群」都可接種
蘇丹紅辣椒粉竄全台！林淑芬怒槓吳秀梅　開轟「沒能力、不適任」
大學生能尿到天花板？泌尿醫解答　加碼曝「射精最遠距離」
邊境查驗人力不足！5年只多1人　食藥署要向政院爭取「盼增10人」
張洪量愛妻「換肝1年病逝」！醫列5併發症：排斥和感染終生要注意
520後留任？薛瑞元表態「不會爭取」：不是操之在我
吃起司失智率降19%！「2種人」醫點名別碰
好累卻捨不得睡？你正在「報復性熬夜」　專家曝3大元兇
過了35歲必吃！情慾勃發「6大飲食」還養精　營養師激推
國小妹脖子黑…媽刷到破皮！「手上那一杯」讓醫秒懂了
5旬男剛結紮就急找小三壞壞　完事後陰囊發黑「腫至6倍大」
隱藏版癌王！「膽管癌」早期症狀不明顯　醫示警「9大徵兆」
6種尿尿姿勢錯了！半蹲小心　泌尿醫：恐害尿失禁
一周過四季！溫差恐害心肌梗塞　專家示警「4族群」小心了
早知道辣椒粉檢出蘇丹色素！「保欣公司」竟沒通報　衛生局重罰200萬
吃什麼拉什麼！熟男「1天狂拉5次」　醫示警少吃3類食物
62歲衛福部前司長再拚學測「考美術系」　自曝成績：有點淡淡的哀傷
一天至少刷5次牙！醫吐「最重要時機」沒刷全爛光
男嘴唇冒「詭異黑點」！醫揭1遺傳病：癌變危險高12倍
雜物一堆不丟？「有6症狀」是生病了　醫：女罹病率多3倍
喝咖啡也中！體臭人「吃9種食物」味暴濃　專家：熬夜更慘
她「一直喊好累」…半年後心臟衰竭！醫曝有6徵兆別拖了
30歲男罹胃癌！40歲親戚也中　醫不解一查：和乳癌有關
為毒辣椒粉事件道歉「無濟於事」！薛瑞元：1個月內釐清來龍去脈
台灣性病「最多人染梅毒」　醫揭潛伏期可持續好幾年
取消掛號費上限遭批！薛瑞元：回歸市場機制「不一定會漲價」
天氣忽冷忽熱「心血管疾病增」　急診醫示警：臨床可見30歲年輕患者
OL「陰道狂出水」無解！醫揪「關鍵原因」：和每天喝果汁有關
26歲女愛美甲「染綠膿桿菌」！卸甲驚見「指甲變黃綠色」又腫又痛　
老花眼攻陷年輕人！　醫點出「3原因」小心
她擔心膠原蛋白流失「一周吃3次豬腳」食補　體脂率飆至40%變泡芙人
感冒or流感差在哪？醫揭5症狀　一晚就急速加重「下不了床」
吃「生菜」更健康？　研究：降心血管疾病風險
被嫌床上「像充氣娃娃」！她認了沒感覺：還會笑出來　男友一聽崩潰
男左上腹不適！查網路嚇到「暴瘦10公斤」　醫照超音波：腦補小劇場
蘇丹紅食安風暴　王必勝：「從源頭阻絕」延長禁輸時間
網友爆「花近千萬請人在桃機發即期快篩」　疾管署澄清：無不法圖利
「22批辣椒粉」檢出蘇丹色素！食藥署：累計下架15.2萬公斤
作家小彤罹患胰臟癌！　2症狀小心癌王
「B.B十三香辣油」用到蘇丹紅辣椒粉！全聯下架1.6萬瓶　買到可退貨
沒用到蘇丹紅辣椒粉！小磨坊老闆自嘲「傻人」：早自驗513次
免動刀！神波刀無創治療子宮肌瘤、肌腺症　台大醫院啟用新技術
下體「4異狀」恐是性病前兆！  尿尿刺痛小心了
女性50歲後腰圍過粗逾6成　恐增三高風險
孩子成長後追求真實自我！長庚新式跨性別手術　40歲的她擺脫男兒身
家中4兄弟「3人血管塞死」！他驚吐2關鍵　醫勸：快檢查
最傷肝「5食物」別再吃！營養師：恐得肝癌
長照定型化契約出爐　第一線機構揭隱憂：服務的是個案還是家屬？
愛滋自我篩檢創6年新高！女性感染者「近半數」延遲診斷
《七龍珠》鳥山明病逝！醫揭「急性硬腦膜下血腫」少見　3可能原因
不一定要用毛巾！洗臉「最佳工具」醫激推：不會傷皮膚
新手爸媽不用再煩惱　三妙招教你安撫哭鬧寶寶
25歲男「未婚突要結紮」！醫一聽原因秒愣：怎麼有點羨慕
挖鼻孔竟是「健康地雷」！醫師揭示隱患：恐成強迫症
草莓營養價值超高！養顏最佳幫手外　營養師點名「這」原因：孕媽必吃
我國女性吸菸率上升！　輕熟女抽最兇
「8種運動」有助長壽！研究：每天動15分鐘可多活3年
RSV不僅威脅幼兒！共病長者易重症　國內首款成人疫苗獲藥證
7旬男長「膽結石」意外發現腎臟癌！北榮「凍死」癌細胞免切腎
35歲工程師情緒暴走險離婚！自認「沒問題」　AI揪出憂鬱症
醫示警：腸病毒要開始流行了！「有學校停課」　小心重症5徵兆
「蝦味先、海底撈調味料」都中標！用到毒辣椒粉「49項產品」一次看
不抽菸少煮菜！女「咳一個多月」　已是肺癌末期
進口毒辣椒粉「3公司」裁罰506萬！食藥署：若未判刑最重可再罰2億
蘇丹紅辣椒粉還有5批檢驗中！食藥署「設專區」揭露違規資訊
睡得更好！「戒咖啡」身體冒10大驚人變化
「6嚴重急症」急診室一堆！　醫：5症狀中3小心了
進去會痛！男友硬撐4年分手…她「上網找破處」砲友全嚇跑　急求救
路邊一台「巡迴車」救了她！　63歲婦「意外發現罹乳癌」
北醫大體系全面啟動「醫療資訊3.0」！「3家醫院」系統升級
麻疹本土群聚增2例！　新北衛生局曝活動史「曾去新馬辣」
北榮「重粒子尖端治癌」響亮醫界！吸引「國際輻射專家」參訪
日本哈密瓜檢出「禁用農藥」　食藥署：業者列100%逐批查驗
蘇丹紅辣椒粉做成「韓式餡、紹辣醬」！新北：八方雲集用完4千公斤
「無老鍋、微風超市」上榜！北市衛生局驗「蔬果農藥殘留」15件違規
5公分↑難以根治大型肝癌　長庚追蹤4年研究證實質子治療可延長存活
今驚蟄養肝「做4件事」　醫：擁有開外掛保護力！
立可帶大小！台男未勃起平均10.5cm　醫揭關鍵長度：多數夠用
4寶媽「生3次、2次HELLP」撐過了　台大醫：鬆一口氣
「流感疫苗」今全民開打！　接種「4大QA」一次看
實測168瘦12kg！女醫「不挨餓2招」全說了　澱粉沒有少
蘇丹紅辣椒粉連環爆！北市衛生局後市場「又查到3產品」
胰臟癌一確診「往往已中晚期」！醫曝4症狀＝癌王警訊
致癌蘇丹紅竄全台！吃「3類食物」代謝排毒　營養師激推
高雄同家族業者又查到蘇丹紅！毒辣椒粉累計檢出15批　流向24家下游
北市公費流感疫苗「還有3千劑」　3／5起「2族群」都可接種
蘇丹紅辣椒粉竄全台！林淑芬怒槓吳秀梅　開轟「沒能力、不適任」
大學生能尿到天花板？泌尿醫解答　加碼曝「射精最遠距離」
邊境查驗人力不足！5年只多1人　食藥署要向政院爭取「盼增10人」
張洪量愛妻「換肝1年病逝」！醫列5併發症：排斥和感染終生要注意
520後留任？薛瑞元表態「不會爭取」：不是操之在我
吃起司失智率降19%！「2種人」醫點名別碰
預防子宮頸癌有妙招　三道防線助遠離威脅
男歌手染HPV「濫交73砲友」！醫揭菜花3外觀：恐變不治之症
「國軍、亞都麗緻飯店」也用到毒辣椒粉！北市公布最新8家下游產品
4天沒大便！他衝急診全瀉出　激讚「廁所1設施」：超好用力
喉嚨痛半年治不好！醫一挖「長骨刺了」　她當場嚇呆
申報資料不實！北市衛生局再開罰「濟生公司」144萬元
「防疫隔離假、電子圍籬」入法了！ 羅一鈞：草案出爐將送行政院
隱匿問題原料「最重罰300萬」！蘇丹紅延燒　食藥署和業者達3共識
蘇丹紅吃多傷3器官！專家「超強排毒解方」一圖看
蘇丹紅辣椒粉竄全台！北市衛生局要主動清查「有違規紀錄」廠商
砸18億！台大醫院在「蛋黃中的蛋黃區」蓋醫護宿舍　預計2027年完工
「自體免疫疾病」是10項重大傷病第3名！國衛院找到「致病關鍵」
蘇丹紅辣粉營養師也吃到！「5招」超強排毒法曝光
睡得更好！「戒咖啡」身體冒10大驚人變化
好多天選之人中了！　醫：疫情看不到盡頭
吃海龜集體中毒9死「無解毒劑」　醫：就算活下來，嚴重恐也癱瘓
雜物一堆不丟？「有6症狀」是生病了　醫：女罹病率多3倍
喝咖啡也中！體臭人「吃9種食物」味暴濃　專家：熬夜更慘
她「一直喊好累」…半年後心臟衰竭！醫曝有6徵兆別拖了
30歲男罹胃癌！40歲親戚也中　醫不解一查：和乳癌有關
為毒辣椒粉事件道歉「無濟於事」！薛瑞元：1個月內釐清來龍去脈
台灣性病「最多人染梅毒」　醫揭潛伏期可持續好幾年
取消掛號費上限遭批！薛瑞元：回歸市場機制「不一定會漲價」
天氣忽冷忽熱「心血管疾病增」　急診醫示警：臨床可見30歲年輕患者
OL「陰道狂出水」無解！醫揪「關鍵原因」：和每天喝果汁有關
26歲女愛美甲「染綠膿桿菌」！卸甲驚見「指甲變黃綠色」又腫又痛　
老花眼攻陷年輕人！　醫點出「3原因」小心
她擔心膠原蛋白流失「一周吃3次豬腳」食補　體脂率飆至40%變泡芙人
感冒or流感差在哪？醫揭5症狀　一晚就急速加重「下不了床」
吃「生菜」更健康？　研究：降心血管疾病風險
